likes,username,text_html,timestamp,tweet_url,retweets,is_reply_to,video_url,is_replied,timestamp_epochs,tweet_id,replies,user_id,text,screen_name,has_media,parent_tweet_id,hashtags/0,hashtags/1,hashtags/2,reply_to_users/0/screen_name,reply_to_users/0/user_id,links/0,hashtags/3,hashtags/4,hashtags/5,hashtags/6,reply_to_users/1/screen_name,reply_to_users/1/user_id,img_urls/0,hashtags/7,hashtags/8,hashtags/9,hashtags/10,hashtags/11,hashtags/12,reply_to_users/2/screen_name,reply_to_users/2/user_id,hashtags/13,img_urls/1,img_urls/2,links/1,hashtags/14
0,やーゆー@ポケカ,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ja"">今ポケカ欲やばい笑
久々に<strong>Skype</strong>対戦でも募集しようかな</p>",2018-10-11T23:55:44,/tera861102/status/1050535453936377856,0,false,,false,1539302144,1050535453936377856,0,861178797202198528,"今ポケカ欲やばい笑
久々にSkype対戦でも募集しようかな",tera861102,false,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,46ねずみ@プロぼっち♂,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ja"">【定期】マイクラ(pc)やってる方是非フォローお願いしますm(_ _)m
<strong>Skype</strong>でわいわいしながらやりたいと思っています(￣^￣)ゞ個通と会議どちらも大丈夫です！

<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%E3%83%9E%E3%82%A4%E3%83%B3%E3%82%AF%E3%83%A9%E3%83%95%E3%83%88?src=hash""><s>#</s><b>マインクラフト</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%E3%83%9E%E3%82%A4%E3%82%AF%E3%83%A9?src=hash""><s>#</s><b>マイクラ</b></a>　<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/minecraft?src=hash""><s>#</s><b>minecraft</b></a></p>",2018-10-11T23:55:21,/shironezumi2525/status/1050535353784795137,0,false,,false,1539302121,1050535353784795137,0,2964381837,"【定期】マイクラ(pc)やってる方是非フォローお願いしますm(_ _)m
Skypeでわいわいしながらやりたいと思っています(￣^￣)ゞ個通と会議どちらも大丈夫です！

#マインクラフト #マイクラ　#minecraft",shironezumi2525,false,,マインクラフト,マイクラ,minecraft,,,,,,,,,,,,,,,,,,,,,,,
0,せんとり＠元京都のシャナ,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ja""><strong>Skype</strong>、LINEやってます。ID聞きたい人はDMかリプでお願いします。　<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%E6%8B%A1%E6%95%A3%E5%B8%8C%E6%9C%9B?src=hash""><s>#</s><b>拡散希望</b></a></p>",2018-10-11T23:54:56,/centrino021/status/1050535250118336512,0,false,,false,1539302096,1050535250118336512,0,1012732020,Skype、LINEやってます。ID聞きたい人はDMかリプでお願いします。　#拡散希望,centrino021,false,,拡散希望,,,,,,,,,,,,,,,,,,,,,,,,,
0,Ch.369,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ja"">昨晩<strong>Skype</strong>で｢何故日本のファンタジー作品には学園モノばかりなのか｣という議題でお喋りをしていたのですが、｢日本の大人は仕事ばかりのつまらない人生だからね、家族も作らないしそこにファンタジー要素を溶け込ませるメリットはないよ｣と言われて妙に納得してしまった</p>",2019-01-10T23:59:39,/hame_rish3/status/1083513735841337344,0,false,,true,1547164779,1083513735841337344,1,1030776730418438144,昨晩Skypeで｢何故日本のファンタジー作品には学園モノばかりなのか｣という議題でお喋りをしていたのですが、｢日本の大人は仕事ばかりのつまらない人生だからね、家族も作らないしそこにファンタジー要素を溶け込ませるメリットはないよ｣と言われて妙に納得してしまった,hame_rish3,false,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,IKU@19,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ja""><strong>Skype</strong>やってます！知りたい方はリプ下さい！【bot】</p>",2019-01-10T23:59:30,/shiba_musou/status/1083513697002172417,0,false,,false,1547164770,1083513697002172417,0,1350803600,Skypeやってます！知りたい方はリプ下さい！【bot】,shiba_musou,false,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Skype,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Words to live by! <img alt=""😄"" aria-label=""Emoji: Smiling face with open mouth and smiling eyes"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f604.png"" title=""Smiling face with open mouth and smiling eyes""/></p>",2019-01-10T23:58:33,/Skype/status/1083513456039522309,0,true,,false,1547164713,1083513456039522309,0,2459371,Words to live by! ,Skype,false,1083509347139899394,,,,oliviastaker,1026999453587267585,,,,,,,,,,,,,,,,,,,,,
1,ohmonah,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">WHEN R WE GUNNA HAVE OUR <strong>SKYPE</strong> DATE</p>",2019-01-10T23:58:28,/ohmonah/status/1083513434539323392,0,true,,true,1547164708,1083513434539323392,1,290604403,WHEN R WE GUNNA HAVE OUR SKYPE DATE,ohmonah,false,1083453177792319488,,,,kuru731,270313895,,,,,,,,,,,,,,,,,,,,,
0,slave,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Can I get your <strong>Skype</strong> address?</p>",2019-01-10T23:58:19,/fgcbhfc/status/1083513399353458689,0,true,,false,1547164699,1083513399353458689,0,3304371799,Can I get your Skype address?,fgcbhfc,false,1083508311398539266,,,,ch12345gh,1075821712426577921,,,,,,goddesslee2,1113957440851185665,,,,,,,,,,,,,,
0,ロミォ,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><strong>skype</strong>*micky-mouse04</p>",2019-01-10T23:57:59,/SPchococo/status/1083513315114901504,0,false,,false,1547164679,1083513315114901504,0,719326915,skype*micky-mouse04,SPchococo,false,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Jakob Siracusa,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Savage got your wifey playin' with herself on <strong>Skype</strong>
She thought the AC was on, it was just my ice <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/CCVOxeqhjU"">pic.twitter.com/CCVOxeqhjU</a></p>",2019-01-10T23:57:52,/jakob_siracusa/status/1083513285289410561,1,false,,false,1547164672,1083513285289410561,0,723908591317602304,"Savage got your wifey playin' with herself on Skype
She thought the AC was on, it was just my ice pic.twitter.com/CCVOxeqhjU",jakob_siracusa,true,,,,,,,,,,,,,,https://pbs.twimg.com/media/DwlpjU5V4AA9G7h.jpg,,,,,,,,,,,,,
0,進撃のひよ子,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ja"">[定期]<strong>Skype</strong>、LINEやってます！コンタクトとって下さる方は気軽にリプよろしくお願いします^ ^</p>",2019-01-10T23:57:47,/laser_raser/status/1083513262161842183,0,false,,false,1547164667,1083513262161842183,0,1276965349,[定期]Skype、LINEやってます！コンタクトとって下さる方は気軽にリプよろしくお願いします^ ^,laser_raser,false,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,使わないからBしてね,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ja"">LINEと<strong>Skype</strong>やってまふID知りたかったらリプくれなー#耀華bot</p>",2019-01-10T23:57:39,/youka_rai/status/1083513229391720448,0,false,,false,1547164659,1083513229391720448,0,1283460426,LINEとSkypeやってまふID知りたかったらリプくれなー#耀華bot,youka_rai,false,,耀華bot,,,,,,,,,,,,,,,,,,,,,,,,,
0,あ,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ja"">【定期】<strong>Skype</strong>/ハンゲーム/SA/パズドラ してます。気になる方はDMかリプください。</p>",2019-01-10T23:57:29,/kohkun_niconico/status/1083513188405063681,0,false,,false,1547164649,1083513188405063681,0,557755579,【定期】Skype/ハンゲーム/SA/パズドラ してます。気になる方はDMかリプください。,kohkun_niconico,false,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mo.ni.que,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""fr"">Rola <strong>skype</strong>?</p>",2019-01-10T23:57:18,/mosana/status/1083513143144402944,0,true,,true,1547164638,1083513143144402944,1,26246548,Rola skype?,mosana,false,1083503889494798337,,,,re_apeixoto,801454978523164673,,,,,,,,,,,,,,,,,,,,,
0,蓮花 @らはると教団,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ja"">【自動】<strong>Skype</strong>やってるんでID知りたい人はDMしてきてください(^^)</p>",2019-01-10T23:57:14,/satoriyome/status/1083513127474348032,0,false,,false,1547164634,1083513127474348032,0,1168278050,【自動】SkypeやってるんでID知りたい人はDMしてきてください(^^),satoriyome,false,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,せいや@りざーく、加賀香子,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ja"">定期:サドン、AVA、ボカロ、歌い手、EXVSFB、パズドラしてる人、興味ある人はフォローよろ！ LINE:seiya122413 <strong>skype</strong>:k.k817 パズドラ:184042618</p>",2019-01-10T23:57:11,/LyzerkWing/status/1083513113847058432,0,false,,false,1547164631,1083513113847058432,0,1196812922,定期:サドン、AVA、ボカロ、歌い手、EXVSFB、パズドラしてる人、興味ある人はフォローよろ！ LINE:seiya122413 skype:k.k817 パズドラ:184042618,LyzerkWing,false,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,雷紀bot,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ja""><strong>Skype</strong>は呼んでくれたら喜ぶんだぜ（。≖ิω≖ิ）</p>",2019-01-10T23:57:09,/bot_raiki/status/1083513105399889920,0,false,,false,1547164629,1083513105399889920,0,1224199609,Skypeは呼んでくれたら喜ぶんだぜ（。≖ิω≖ิ）,bot_raiki,false,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,なき氏,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ja"">【定期】
line→naki_c_
<strong>Skype</strong>→naki_c_
かかお→nakiccc
追加するときは一言ください。
また<strong>Skype</strong>は大丈夫ですが
lineはpcのみなので反応遅れます。</p>",2019-01-10T23:57:03,/naki_c_/status/1083513079705419777,0,false,,false,1547164623,1083513079705419777,0,3250680096,"【定期】
line→naki_c_
Skype→naki_c_
かかお→nakiccc
追加するときは一言ください。
またSkypeは大丈夫ですが
lineはpcのみなので反応遅れます。",naki_c_,false,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,組織ストーカー電磁波犯罪被害の会,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ja"">組織ストーカー電磁波犯罪被害の会 遠方にお住まいの会員の方で、<strong>Skype</strong>環境のある方は<strong>Skype</strong>での定例会・戦略技術会議への参加も可能となりました。 [2019/01/11 08:56:00]</p>",2019-01-10T23:56:00,/sdhjapan/status/1083512817204977666,0,false,,false,1547164560,1083512817204977666,0,886945279,組織ストーカー電磁波犯罪被害の会 遠方にお住まいの会員の方で、Skype環境のある方はSkypeでの定例会・戦略技術会議への参加も可能となりました。 [2019/01/11 08:56:00],sdhjapan,false,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,めろ 宮,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ja"">【定期】おれのカカオID sirosatoj絡みある人、気になる木の人勝手に検索しちゃってね   、 その他LINE <strong>Skype</strong> 中身垢知りたい人はリプくれたらすぐ教えます  (  に</p>",2019-01-10T23:55:39,/meromiya_nr/status/1083512727744610304,0,false,,false,1547164539,1083512727744610304,0,1060938008,【定期】おれのカカオID sirosatoj絡みある人、気になる木の人勝手に検索しちゃってね   、 その他LINE Skype 中身垢知りたい人はリプくれたらすぐ教えます  (  に,meromiya_nr,false,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,EllyDopey,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">just finished a  pay-per-minute <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/skype?src=hash""><s>#</s><b><strong>skype</strong></b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/show?src=hash""><s>#</s><b>show</b></a> on skyprivate Book a private session at my profile:  <a class=""twitter-timeline-link"" data-expanded-url=""https://profiles.skyprivate.com/model/634937-?aff=dlx5"" dir=""ltr"" href=""https://t.co/lyOvUATcSR"" rel=""nofollow noopener"" target=""_blank"" title=""https://profiles.skyprivate.com/model/634937-?aff=dlx5""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">profiles.skyprivate.com/model/634937-?</span><span class=""invisible"">aff=dlx5</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/cam?src=hash""><s>#</s><b>cam</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/model?src=hash""><s>#</s><b>model</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/zGKl1MuroH"">pic.twitter.com/zGKl1MuroH</a></p>",2019-01-10T23:55:39,/DopeyElly/status/1083512725265936386,0,false,,false,1547164539,1083512725265936386,0,1065291844433702912,just finished a  pay-per-minute #skype #show on skyprivate Book a private session at my profile:  https://profiles.skyprivate.com/model/634937-?aff=dlx5 … #cam #modelpic.twitter.com/zGKl1MuroH,DopeyElly,true,,skype,show,cam,,,https://profiles.skyprivate.com/model/634937-?aff=dlx5,modelpic,,,,,,https://pbs.twimg.com/media/DwlpFKQW0AYlGE9.jpg,,,,,,,,,,,,,
0,Daniel Louro,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""701820621597106176"" dir=""ltr"" href=""/Mickle_Jim""><s>@</s><b>Mickle_Jim</b></a> hey, Jim. I'm the co-host of a movie podcast and we would love to have you over <strong>Skype</strong> for a chat. Are you available? Thanks!</p>",2019-01-10T23:55:32,/X__Alien/status/1083512696652423171,0,false,,false,1547164532,1083512696652423171,0,22392201,"@Mickle_Jim hey, Jim. I'm the co-host of a movie podcast and we would love to have you over Skype for a chat. Are you available? Thanks!",X__Alien,false,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,𝙂𝙖𝙗𝙧𝙞𝙚𝙡𝙡𝙚,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""tl"">ma: “nak may tumawag goodluck daw sa first day”

*shows old screenshot ng <strong>skype</strong> w/ papa*

Anuna ma?  Kaya pa? HAHAHAHAHA</p>",2019-01-10T23:55:16,/brielleocampo/status/1083512632018124800,0,false,,false,1547164516,1083512632018124800,0,939686692771868673,"ma: “nak may tumawag goodluck daw sa first day”

*shows old screenshot ng skype w/ papa*

Anuna ma?  Kaya pa? HAHAHAHAHA",brielleocampo,false,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,tbaz,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Can we have a Resistance <strong>Skype</strong> call to organize at that time so there's something else to do?</p>",2019-01-28T23:59:57,/tahshah/status/1090036790067638273,0,true,,false,1548719997,1090036790067638273,0,115485921,Can we have a Resistance Skype call to organize at that time so there's something else to do?,tahshah,false,1090036227687022592,,,,DeanObeidallah,18320938,,,,,,,,,,,,,,,,,,,,,
0,[Bot] Poniator,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">my <strong>Skype</strong> is very very very very personal, im so very sorry :(</p>",2019-01-28T23:59:55,/BPoniator/status/1090036781402140672,0,false,,false,1548719995,1090036781402140672,0,3930169823,"my Skype is very very very very personal, im so very sorry :(",BPoniator,false,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Cristian Gabriel 💙💛💙,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">twitter <strong>skype</strong> listo</p>",2019-01-28T23:59:44,/crismaldon85/status/1090036736326098944,0,false,,false,1548719984,1090036736326098944,0,482996713,twitter skype listo,crismaldon85,false,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,FijiPicasso🎨,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""et"">dont ft me nomo , hmu on <strong>skype</strong> or oovoo</p>",2019-01-28T23:59:26,/trellfromfiji/status/1090036659075244032,3,false,,true,1548719966,1090036659075244032,1,1078050782,"dont ft me nomo , hmu on skype or oovoo",trellfromfiji,false,,,,,,,,,,,,,,,,,,,,,,,,,,,
